created_at,air_temp,process_temp,rotational_speed,torque,tool,machinefailure
2021-06-19 14:00:01 CET,298.4,308.2,1618,33.0,61,0
2021-06-19 14:00:22 CET,298.4,308.2,1364,45.9,63,0
2021-06-19 14:00:42 CET,298.3,308,1442,47.3,65,0
2021-06-19 14:01:02 CET,298.2,307.9,1313,67.3,67,1
2021-06-19 14:01:21 CET,298.2,307.9,1847,23.6,69,0
2021-06-19 14:01:41 CET,298.1,307.8,1524,40.8,71,0
2021-06-19 14:02:01 CET,298.1,307.7,1445,48.0,73,0
2021-06-19 14:02:40 CET,298.1,307.8,1761,28.2,76,0
2021-06-19 14:03:00 CET,298.1,307.8,1514,43.5,78,0
2021-06-19 14:03:20 CET,298.1,307.7,1498,38.3,81,0
2021-06-19 14:03:40 CET,298.1,307.6,1542,37.1,84,0
2021-06-19 14:03:59 CET,298.0,307.6,1508,41.8,89,0
2021-06-19 14:04:19 CET,298.0,307.5,1431,52.9,92,0
2021-06-19 14:04:39 CET,298.0,307.5,1427,45.1,95,0
2021-06-19 14:04:59 CET,298.0,307.5,1524,36.3,98,0
2021-06-19 14:05:18 CET,298.0,307.5,1427,43.6,101,0
2021-06-19 14:05:38 CET,298.1,307.6,1496,44.1,104,0
2021-06-19 14:05:58 CET,298.1,307.7,1388,40.3,109,0
2021-06-19 14:06:54 CET,298.1,307.7,1495,48.1,111,0
2021-06-19 14:07:14 CET,298.1,307.7,1376,56.2,113,0
2021-06-19 14:07:33 CET,298.0,307.6,1593,32.2,118,0
2021-06-19 14:07:53 CET,298.0,307.6,1654,28.9,123,0
2021-06-19 14:08:13 CET,298.1,307.7,2567,12.8,125,1
2021-06-19 14:08:32 CET,298.1,307.7,1767,27.0,127,0
2021-06-19 14:08:52 CET,298.1,307.6,1364,53.8,129,0
2021-06-19 14:09:32 CET,298.1,307.8,1569,31.2,131,0
2021-06-19 14:09:51 CET,298.2,307.8,1476,36.8,134,0
2021-06-19 14:10:11 CET,298.1,307.7,1479,45.0,136,0
2021-06-19 14:10:31 CET,298.1,307.7,1650,34.1,138,0
2021-06-19 14:10:50 CET,298.1,307.6,1565,36.3,140,0
2021-06-19 14:11:10 CET,298.1,307.6,1460,46.5,143,0
2021-06-19 14:11:30 CET,298.1,307.7,1664,27.6,145,0
2021-06-19 14:22:10 CET,298.1,307.7,1435,40.9,147,0
2021-06-19 14:22:30 CET,298.1,307.6,2066,19.2,150,0
2021-06-19 14:22:49 CET,298.1,307.5,1493,43.7,153,0
2021-06-19 14:23:29 CET,298.1,307.6,1354,43.3,155,0
2021-06-19 14:23:49 CET,298.1,307.6,1488,39.4,157,0
2021-06-19 14:24:08 CET,298.1,307.7,1414,48.7,159,0
2021-06-19 14:24:28 CET,298.1,307.5,1391,57.4,161,0
2021-06-19 14:24:48 CET,298.0,307.5,1784,27.8,163,0
2021-06-19 14:25:09 CET,297.8,307.3,1516,40.1,166,0
2021-06-19 14:25:29 CET,297.9,307.3,1420,47.8,171,0
2021-06-19 14:25:48 CET,297.8,307.2,1351,56.3,174,0
2021-06-19 14:27:05 CET,297.8,307.2,1880,23.0,176,0
2021-06-19 14:27:24 CET,297.8,307.3,1859,24.0,178,0
2021-06-19 14:27:44 CET,297.8,307.3,1315,54.0,180,0
2021-06-19 14:28:04 CET,297.8,307.4,1330,51.7,183,0
2021-06-19 14:28:23 CET,297.8,307.3,1327,61.0,186,1
2021-06-19 14:28:43 CET,297.8,307.2,1498,38.1,188,0
2021-06-19 14:29:03 CET,297.8,307.3,1555,35.8,190,0
2021-06-19 14:30:00 CET,297.7,307.2,1518,35.8,195,0
2021-06-19 14:30:22 CET,297.7,307.2,1392,43.0,197,0
2021-06-19 14:30:42 CET,297.8,307.2,1456,39.6,199,0
2021-06-19 14:31:02 CET,297.7,307.1,1715,30.2,0,0
2021-06-19 14:31:41 CET,297.7,307.2,1405,43.7,2,0
2021-06-19 14:32:01 CET,297.7,307.2,1668,37.8,5,0
2021-06-19 14:32:22 CET,297.7,307.1,1855,22.5,7,0
2021-06-19 14:32:42 CET,297.6,307.1,1496,39.2,12,0
2021-06-19 14:33:21 CET,297.6,307.1,1471,44.9,14,0
2021-06-19 14:33:41 CET,297.7,307.2,1444,40.0,17,0
2021-06-19 14:34:02 CET,297.7,307.3,1514,38.6,19,0
2021-06-19 14:34:43 CET,297.8,307.3,1412,50.7,24,0
2021-06-19 14:35:06 CET,297.7,307.2,1429,44.1,26,0
2021-06-19 14:35:28 CET,297.7,307.2,1668,32.7,31,0
2021-06-19 14:36:08 CET,297.7,307.2,1372,52.8,33,0
2021-06-19 14:36:28 CET,297.7,307.3,1365,49.2,36,0
2021-06-19 14:37:10 CET,297.6,307.1,1526,39.1,39,0
2021-06-19 14:37:30 CET,297.6,307.2,1486,40.6,42,0
2021-06-19 14:38:09 CET,297.6,307.2,1470,42.6,44,0
2021-06-19 14:38:33 CET,297.7,307.3,1249,62.8,47,0
2021-06-19 14:38:52 CET,297.8,307.4,1752,26.1,52,0
2021-06-19 14:39:12 CET,297.7,307.4,1643,36.5,55,0
2021-06-19 14:39:32 CET,297.8,307.4,1488,36.1,57,0
2021-06-19 14:40:48 CET,297.8,307.4,1355,45.8,60,0
2021-06-19 14:41:12 CET,297.8,307.6,1607,30.3,62,0
2021-06-19 14:41:35 CET,297.9,307.6,1609,30.3,64,0
2021-06-19 14:41:57 CET,297.9,307.7,1517,44.4,67,0
2021-06-19 14:42:53 CET,297.9,307.7,1517,39.5,69,0
2021-06-19 14:43:17 CET,297.9,307.7,1546,37.6,72,0
2021-06-19 14:43:56 CET,297.9,307.7,1567,34.7,74,0
2021-06-19 14:44:34 CET,298.1,307.9,1662,28.9,76,0
2021-06-19 14:44:54 CET,298.1,307.9,1502,41.8,79,0
2021-06-19 14:46:27 CET,298.3,308,1361,56.9,81,0
2021-06-19 14:46:47 CET,298.3,308.1,1630,32.7,83,0
2021-06-19 14:47:07 CET,298.3,308,1486,42.3,86,0
2021-06-19 14:47:26 CET,298.3,308.1,1840,21.5,88,0
2021-06-19 14:47:46 CET,298.3,308.1,1326,58.4,90,0
2021-06-19 14:48:05 CET,298.4,308.1,1367,57.8,92,0
2021-06-19 14:48:25 CET,298.4,308.1,1598,32.7,94,0
2021-06-19 14:48:45 CET,298.3,308,1363,50.1,96,0
2021-06-19 14:49:04 CET,298.3,308,1242,62.0,98,0
2021-06-19 14:50:03 CET,298.2,307.8,1566,33.8,100,0
2021-06-19 14:50:23 CET,298.1,307.7,1424,47.7,103,0
2021-06-19 14:51:20 CET,298.2,307.7,1608,33.8,106,0
2021-06-19 14:51:39 CET,298.1,307.7,1705,29.1,109,0
2021-06-19 14:51:59 CET,298.0,307.6,1548,45.8,111,0
2021-06-19 14:52:56 CET,298.0,307.6,1581,43.4,113,0
2021-06-19 14:54:12 CET,298.0,307.6,1472,46.7,116,0
2021-06-19 14:54:51 CET,298.0,307.6,1792,26.0,119,0
2021-06-19 14:55:31 CET,298.0,307.6,1683,32.8,122,0
2021-06-19 14:55:50 CET,297.9,307.6,1503,40.7,124,0
2021-06-19 14:56:10 CET,297.9,307.5,1642,32.4,126,0
2021-06-19 14:57:07 CET,297.8,307.4,1902,24.3,129,0
2021-06-19 14:57:26 CET,297.7,307.4,1432,40.2,132,0
2021-06-19 14:57:46 CET,297.8,307.4,1512,40.8,137,0
2021-06-19 14:58:43 CET,297.7,307.4,1764,29.0,139,0
2021-06-19 14:59:02 CET,297.8,307.4,1438,43.6,141,0
2021-06-19 14:59:41 CET,297.8,307.5,1631,29.9,144,0
2021-06-19 15:00:01 CET,297.9,307.5,1880,23.3,146,0
2021-06-19 15:00:58 CET,297.9,307.6,1344,54.3,151,0
2021-06-19 15:01:17 CET,297.9,307.5,1574,35.8,153,0
2021-06-19 15:01:37 CET,297.8,307.4,1418,41.2,155,0
2021-06-19 15:01:57 CET,297.8,307.5,1372,54.1,157,0
2021-06-19 15:02:17 CET,297.8,307.5,1388,40.0,159,0
2021-06-19 15:02:56 CET,297.9,307.6,1493,36.0,161,0
2021-06-19 15:03:15 CET,297.9,307.6,1505,40.1,166,0
2021-06-19 15:03:35 CET,298.0,307.6,1694,29.1,169,0
2021-06-19 15:04:15 CET,297.9,307.6,1968,20.4,171,0
2021-06-19 15:04:34 CET,298.0,307.6,1569,35.6,173,0
2021-06-19 15:04:54 CET,297.9,307.6,1687,29.1,176,0
2021-06-19 15:05:14 CET,297.9,307.6,1430,52.4,178,0
2021-06-19 15:05:33 CET,297.9,307.6,1504,42.4,180,0
2021-06-19 15:05:53 CET,297.9,307.6,1977,20.2,182,0
2021-06-19 15:06:13 CET,298.0,307.7,1435,45.6,184,0
2021-06-19 15:06:32 CET,298.0,307.7,1547,36.8,186,0
2021-06-19 15:06:52 CET,298.1,307.8,1316,57.2,191,0
2021-06-19 15:07:12 CET,298.0,307.7,1621,34.9,194,0
2021-06-19 15:07:31 CET,298.0,307.8,1492,40.2,197,0
2021-06-19 15:07:51 CET,298.0,307.7,1643,32.3,200,0
2021-06-19 15:08:11 CET,298.0,307.7,1492,38.7,202,0
2021-06-19 15:08:30 CET,298.0,307.7,1387,50.8,204,0
2021-06-19 15:08:50 CET,298.1,307.9,1463,47.3,206,0
2021-06-19 15:09:46 CET,298.1,307.9,1496,40.0,0,0
2021-06-19 15:10:06 CET,298.2,308,1658,30.0,3,0
2021-06-19 15:10:45 CET,298.1,307.9,2161,17.5,5,0
2021-06-19 15:11:42 CET,298.1,307.9,1665,32.0,7,0
2021-06-19 15:12:01 CET,298.0,307.8,1716,26.6,9,0
2021-06-19 15:12:21 CET,298.0,307.7,1529,34.1,11,0
2021-06-19 15:13:02 CET,297.9,307.7,1353,50.7,13,0
2021-06-19 15:13:22 CET,297.9,307.7,1537,37.7,15,0
2021-06-19 15:13:42 CET,298.0,307.7,1606,30.8,17,0
2021-06-19 15:14:02 CET,298.0,307.8,1314,47.8,19,0
2021-06-19 15:14:58 CET,298.0,307.8,1623,29.9,24,0
2021-06-19 15:15:18 CET,298.0,307.8,1483,50.9,26,0
2021-06-19 15:15:38 CET,298.1,307.9,1569,37.0,29,0
2021-06-19 15:15:58 CET,298.2,308,1969,21.7,32,0
2021-06-19 15:16:17 CET,298.1,308,1686,29.3,35,0
2021-06-19 15:16:37 CET,298.1,308,1638,35.1,38,0
2021-06-19 15:17:54 CET,298.1,307.9,1698,33.3,40,0
2021-06-19 15:18:13 CET,298.1,307.9,1377,55.1,42,0
2021-06-19 15:18:34 CET,298.1,308,2129,18.4,45,0
2021-06-19 15:18:54 CET,298.2,308,1411,42.4,48,0
2021-06-19 15:19:13 CET,298.1,307.9,1517,40.8,50,0
2021-06-19 15:19:53 CET,298.1,307.9,1303,53.9,52,0
2021-06-19 15:20:13 CET,298.1,307.9,1578,35.6,55,0
2021-06-19 15:20:32 CET,298.1,307.9,1425,58.2,57,0
2021-06-19 15:20:52 CET,298.1,308,1456,42.4,59,0
2021-06-19 15:21:12 CET,298.1,308,1704,30.9,61,0
2021-06-19 15:21:32 CET,298.1,308.1,1791,27.3,63,0
2021-06-19 15:21:51 CET,298.1,308.1,1616,32.8,65,0
2021-06-19 15:22:11 CET,298.2,308.1,1622,34.9,67,0
2021-06-19 15:22:31 CET,298.2,308.1,1462,49.9,69,0
2021-06-19 15:22:50 CET,298.1,308.1,1410,45.8,71,0
2021-06-19 15:23:10 CET,298.1,308,1543,41.9,73,0
2021-06-19 15:23:30 CET,298.0,307.9,1479,47.6,76,0
2021-06-19 15:23:50 CET,298.0,307.8,1839,22.7,79,0
2021-06-19 15:24:09 CET,298.0,307.8,1266,60.5,81,0
2021-06-19 15:24:29 CET,297.9,307.7,1593,34.9,83,0
2021-06-19 15:24:49 CET,297.9,307.8,1459,46.9,85,0
2021-06-19 15:25:46 CET,297.9,307.7,1308,55.2,87,0
2021-06-19 15:26:25 CET,297.9,307.7,1364,46.8,89,0
2021-06-19 15:27:41 CET,297.9,307.7,1618,35.9,92,0
2021-06-19 15:28:00 CET,297.9,307.7,1464,43.2,97,0
2021-06-19 15:28:20 CET,297.8,307.6,1352,49.4,102,0
2021-06-19 15:29:19 CET,297.8,307.6,1446,51.4,105,0
2021-06-19 15:29:39 CET,297.8,307.5,1448,51.2,107,0
2021-06-19 15:29:59 CET,297.8,307.5,1391,48.6,109,0
2021-06-19 15:30:58 CET,297.7,307.5,1379,43.3,111,0
2021-06-19 15:31:37 CET,297.8,307.5,1405,46.9,113,0
2021-06-19 15:31:57 CET,297.8,307.5,1581,33.1,116,0
2021-06-19 15:32:37 CET,297.9,307.6,1515,40.5,118,0
2021-06-19 15:33:34 CET,297.9,307.6,1589,37.8,120,0
2021-06-19 15:34:30 CET,298.0,307.6,1281,50.8,122,0
2021-06-19 15:34:50 CET,297.8,307.5,1631,31.3,124,0
2021-06-19 15:35:10 CET,297.9,307.6,1202,67.0,129,0
2021-06-19 15:35:30 CET,297.9,307.6,1298,52.7,132,0
2021-06-19 15:35:50 CET,297.9,307.6,1612,30.7,134,0
2021-06-19 15:36:10 CET,297.9,307.6,1747,25.3,136,0
2021-06-19 15:36:29 CET,298.0,307.6,1450,48.7,138,0
2021-06-19 15:36:49 CET,298.0,307.7,1422,45.6,140,0
2021-06-19 15:37:08 CET,298.1,307.7,1419,47.4,142,0
2021-06-19 15:37:48 CET,298.1,307.7,1633,30.7,145,0
2021-06-19 15:38:08 CET,298.0,307.7,1442,43.6,148,0
2021-06-19 15:38:27 CET,298.0,307.6,1420,45.8,150,0
2021-06-19 15:38:47 CET,298.0,307.6,1301,58.5,155,0
2021-06-19 15:39:07 CET,298.0,307.6,1385,45.0,158,0
2021-06-19 15:39:27 CET,298.0,307.7,1487,41.3,160,0
2021-06-19 15:39:47 CET,298.0,307.6,1459,44.4,163,0
2021-06-19 15:40:08 CET,298.0,307.5,1387,45.5,166,0
2021-06-19 15:40:28 CET,298.1,307.7,1537,40.8,169,0
2021-06-19 15:40:50 CET,298.1,307.6,1498,42.9,171,0
2021-06-19 15:41:10 CET,298.2,307.8,1599,31.2,173,0
2021-06-19 15:41:53 CET,298.3,307.9,1420,39.2,176,0
2021-06-19 15:42:13 CET,298.2,307.9,1785,23.4,181,0
2021-06-19 15:42:33 CET,298.2,307.8,1423,48.1,183,0
2021-06-19 15:43:12 CET,298.2,307.8,1583,36.6,185,0
2021-06-19 15:43:32 CET,298.2,307.8,1375,46.6,188,0
2021-06-19 15:43:52 CET,298.3,308,1463,42.5,190,0
2021-06-19 15:44:52 CET,298.2,307.9,1403,45.1,193,0
2021-06-19 15:45:12 CET,298.3,308,1451,47.1,196,0
2021-06-19 15:45:32 CET,298.4,308,1416,38.2,198,1
2021-06-19 15:45:51 CET,298.3,308.1,1672,41.3,0,0
2021-06-19 15:46:11 CET,298.3,308,1637,30.8,2,0
2021-06-19 15:46:31 CET,298.4,308,1540,37.8,7,0
2021-06-19 15:46:51 CET,298.4,308.1,1279,53.1,9,0
2021-06-19 15:47:11 CET,298.4,308.2,1604,34.9,11,0
2021-06-19 15:47:31 CET,298.5,308.2,1654,27.1,13,0
2021-06-19 15:47:50 CET,298.5,308.2,1564,37.5,15,0
2021-06-19 15:48:10 CET,298.5,308.2,1451,47.5,18,0
2021-06-19 15:48:30 CET,298.5,308.3,1504,38.0,20,0
2021-06-19 15:48:50 CET,298.5,308.3,1381,50.5,22,0
2021-06-19 15:49:30 CET,298.6,308.4,1562,34.4,25,0
2021-06-19 15:49:50 CET,298.5,308.3,1811,24.7,27,0
2021-06-19 15:50:10 CET,298.6,308.3,1717,28.7,29,0
2021-06-19 15:50:30 CET,298.6,308.3,1278,60.5,32,0
2021-06-19 15:50:50 CET,298.7,308.5,1616,30.2,34,0
2021-06-19 15:51:12 CET,298.6,308.4,1397,46.4,36,0
2021-06-19 15:51:32 CET,298.6,308.4,1485,42.9,38,0
2021-06-19 15:51:52 CET,298.6,308.4,1310,59.7,40,0
2021-06-19 15:52:12 CET,298.5,308.2,1301,66.3,42,1
2021-06-19 15:52:32 CET,298.5,308.3,1458,44.0,44,0
2021-06-19 15:52:52 CET,298.7,308.5,1483,42.5,46,0
2021-06-19 15:53:12 CET,298.7,308.5,1375,46.4,48,0
2021-06-19 15:54:29 CET,298.7,308.5,1660,27.0,50,0
2021-06-19 15:55:08 CET,298.7,308.4,1560,33.3,53,0
2021-06-19 15:55:28 CET,298.7,308.5,1480,42.2,58,0
2021-06-19 15:55:47 CET,298.7,308.4,1373,46.9,60,0
2021-06-19 15:56:08 CET,298.7,308.5,1444,54.2,62,0
2021-06-19 15:56:28 CET,298.7,308.6,1722,24.7,64,0
2021-06-19 15:56:47 CET,298.7,308.5,1469,39.9,67,0
2021-06-19 15:57:27 CET,298.7,308.5,1360,52.9,69,0
2021-06-19 15:57:46 CET,298.7,308.4,1750,25.8,72,0
2021-06-19 15:58:06 CET,298.7,308.3,1349,46.6,74,0
2021-06-19 15:58:25 CET,298.7,308.5,1668,35.2,77,0
2021-06-19 15:58:45 CET,298.9,308.6,1400,49.5,79,0
2021-06-19 15:59:25 CET,298.8,308.6,1331,62.8,81,0
2021-06-19 15:59:45 CET,298.8,308.5,1444,42.2,83,0
2021-06-19 16:00:25 CET,298.8,308.5,1359,47.6,85,0
2021-06-19 16:00:44 CET,298.8,308.5,1425,47.4,90,0
2021-06-19 16:01:41 CET,298.9,308.6,1469,34.2,93,0
2021-06-19 16:02:01 CET,299.0,308.7,1892,22.8,96,0
2021-06-19 16:02:20 CET,299.0,308.7,1940,19.9,98,0
2021-06-19 16:02:59 CET,299.0,308.8,1405,55.2,103,0
2021-06-19 16:03:19 CET,299.0,308.9,1449,39.6,105,0
2021-06-19 16:03:38 CET,299.1,308.9,1686,29.6,108,0
2021-06-19 16:03:58 CET,299.1,308.9,1680,27.2,110,0
2021-06-19 16:04:18 CET,299.1,308.9,1397,52.4,112,0
2021-06-19 16:04:37 CET,299.2,309,1597,30.3,115,0
2021-06-19 16:04:57 CET,299.3,309.1,1470,41.1,118,0
2021-06-19 16:06:32 CET,299.3,309.1,1703,31.3,120,0
2021-06-19 16:06:52 CET,299.3,309.1,1388,45.5,123,0
2021-06-19 16:07:12 CET,299.3,309.2,1775,24.2,125,0
2021-06-19 16:07:31 CET,299.3,309.2,1465,41.5,127,0
2021-06-19 16:07:51 CET,299.3,309.2,1586,37.9,129,0
2021-06-19 16:08:11 CET,299.5,309.3,1675,29.2,132,0
2021-06-19 16:08:30 CET,299.4,309.2,1470,44.4,135,0
2021-06-19 16:09:30 CET,299.5,309.3,1477,40.4,138,0
2021-06-19 16:09:49 CET,299.5,309.3,1382,61.0,140,0
2021-06-19 16:10:46 CET,299.6,309.4,1605,29.8,142,0
2021-06-19 16:11:05 CET,299.6,309.4,1643,32.9,145,0
2021-06-19 16:11:25 CET,299.5,309.3,1333,54.1,147,0
2021-06-19 16:11:44 CET,299.5,309.3,1520,42.3,149,0
2021-06-19 16:12:04 CET,299.5,309.3,1902,24.0,151,0
2021-06-19 16:12:23 CET,299.5,309.4,1386,44.4,154,0
2021-06-19 16:13:02 CET,299.6,309.5,1803,27.7,159,0
2021-06-19 16:13:42 CET,299.7,309.6,1359,50.7,161,0
2021-06-19 16:14:21 CET,299.7,309.6,1477,42.7,163,0
2021-06-19 16:15:37 CET,299.7,309.6,1321,53.4,166,0
2021-06-19 16:15:57 CET,299.6,309.5,1453,41.4,168,0
2021-06-19 16:16:16 CET,299.7,309.6,1419,45.1,170,0
2021-06-19 16:16:36 CET,299.7,309.6,1512,36.2,172,0
2021-06-19 16:16:56 CET,299.7,309.6,1553,36.8,174,0
2021-06-19 16:17:35 CET,299.7,309.6,1534,39.1,176,0
2021-06-19 16:17:55 CET,299.7,309.6,1553,41.0,179,0
2021-06-19 16:18:14 CET,299.7,309.5,1352,49.7,184,0
2021-06-19 16:18:34 CET,299.7,309.6,1313,60.0,186,0
2021-06-19 16:18:54 CET,299.6,309.5,1570,35.5,189,0
2021-06-19 16:19:14 CET,299.6,309.4,1677,31.1,191,0
2021-06-19 16:19:34 CET,299.5,309.4,1602,31.5,193,0
2021-06-19 16:19:53 CET,299.5,309.4,1390,58.8,195,1
2021-06-19 16:20:13 CET,299.4,309.3,1544,36.0,197,0
2021-06-19 16:20:32 CET,299.4,309.4,1701,31.2,199,0
2021-06-19 16:21:29 CET,299.4,309.3,1692,28.4,201,0
2021-06-19 16:22:28 CET,299.3,309.3,1523,37.9,204,0
2021-06-19 16:22:48 CET,299.3,309.2,2280,15.4,207,0
2021-06-19 16:23:07 CET,299.4,309.3,1485,47.1,209,0
2021-06-19 16:23:27 CET,299.4,309.2,1513,36.1,212,0
2021-06-19 16:23:47 CET,299.4,309.3,1743,28.2,0,0
2021-06-19 16:24:06 CET,299.5,309.3,1442,46.2,5,0
2021-06-19 16:24:26 CET,299.5,309.3,1462,46.7,7,0
2021-06-19 16:24:46 CET,299.4,309.3,1439,49.7,9,0
2021-06-19 16:25:05 CET,299.5,309.3,1577,36.6,14,0
2021-06-19 16:25:25 CET,299.6,309.4,1331,46.4,16,0
2021-06-19 16:26:04 CET,299.5,309.3,1941,22.5,18,0
2021-06-19 16:27:03 CET,299.5,309.2,1393,47.3,20,0
2021-06-19 16:28:01 CET,299.4,309.2,1433,42.1,22,0
2021-06-19 16:28:20 CET,299.4,309.2,1444,48.2,24,0
2021-06-19 16:28:40 CET,299.4,309.2,1564,39.0,26,0
2021-06-19 16:29:00 CET,299.4,309.3,1377,43.6,28,0
2021-06-19 16:29:20 CET,299.4,309.3,1525,41.5,30,0
2021-06-19 16:29:40 CET,299.5,309.4,1387,56.2,32,0
2021-06-19 16:29:59 CET,299.4,309.4,1326,47.5,35,0
2021-06-19 16:30:20 CET,299.4,309.3,1401,59.0,38,0
2021-06-19 16:30:39 CET,299.4,309.3,1596,31.8,40,0
2021-06-19 16:30:59 CET,299.3,309.3,1471,46.0,42,0
2021-06-19 16:31:40 CET,299.3,309.3,1528,37.8,45,0
2021-06-19 16:32:19 CET,299.3,309.3,1325,62.0,47,0
2021-06-19 16:32:39 CET,299.3,309.1,1376,46.7,49,0
2021-06-19 16:32:58 CET,299.3,309.1,1600,35.3,52,0
2021-06-19 16:33:18 CET,299.3,309.1,1495,44.0,55,0
2021-06-19 16:33:37 CET,299.4,309.1,1645,28.6,57,0
2021-06-19 16:33:57 CET,299.4,309.1,1417,47.3,59,0
2021-06-19 16:34:17 CET,299.4,309,1415,51.7,62,0
2021-06-19 16:34:56 CET,299.3,309,1496,43.4,67,0
2021-06-19 16:35:16 CET,299.3,309,1508,35.0,70,0
2021-06-19 16:35:35 CET,299.4,309,1436,47.9,75,0
2021-06-19 16:36:15 CET,299.5,309.1,1852,22.6,77,0
2021-06-19 16:36:34 CET,299.5,309.1,1863,22.5,79,0
2021-06-19 16:36:54 CET,299.4,309.1,1373,44.1,81,0
2021-06-19 16:37:14 CET,299.4,309,1404,47.3,86,0
2021-06-19 16:37:33 CET,299.4,309,1381,44.9,88,0
2021-06-19 16:37:53 CET,299.4,308.9,1762,29.3,91,0
2021-06-19 16:38:12 CET,299.3,308.9,1429,43.0,96,0
2021-06-19 16:38:32 CET,299.3,308.9,1858,24.7,101,0
2021-06-19 16:38:52 CET,299.2,308.8,1908,21.3,104,0
2021-06-19 16:39:11 CET,299.2,308.8,1503,37.4,109,0
2021-06-19 16:39:31 CET,299.2,308.8,1523,38.9,112,0
2021-06-19 16:39:51 CET,299.3,309,1491,38.4,115,0
2021-06-19 16:40:30 CET,299.2,308.9,1430,39.1,117,0
2021-06-19 16:40:49 CET,299.3,308.9,1258,69.4,119,1
2021-06-19 16:41:09 CET,299.3,309,1449,46.5,121,0
2021-06-19 16:42:08 CET,299.3,309,1425,40.6,123,0
2021-06-19 16:42:28 CET,299.4,309,1800,24.3,128,0
2021-06-19 16:42:48 CET,299.4,309,1607,33.7,130,0
2021-06-19 16:43:07 CET,299.4,309,1391,58.2,135,0
2021-06-19 16:43:27 CET,299.4,309.1,1432,45.4,137,0
2021-06-19 16:44:06 CET,299.4,309,1660,28.4,139,0
2021-06-19 16:44:25 CET,299.3,309,1732,29.7,141,0
2021-06-19 16:45:05 CET,299.3,309,1473,46.3,146,0
2021-06-19 16:45:44 CET,299.3,309,1511,47.8,148,0
2021-06-19 16:46:04 CET,299.2,308.9,1588,41.5,150,0
2021-06-19 16:46:23 CET,299.3,308.9,1623,31.1,152,0
2021-06-19 16:47:02 CET,299.3,309,1734,30.6,154,0
2021-06-19 16:47:22 CET,299.3,309,1415,47.6,156,0
2021-06-19 16:48:01 CET,299.3,309,1419,46.6,158,0
2021-06-19 16:48:21 CET,299.3,308.9,1577,34.9,160,0
2021-06-19 16:48:40 CET,299.3,308.9,1376,60.3,163,0
2021-06-19 16:49:00 CET,299.3,308.8,1442,49.0,165,0
2021-06-19 16:49:39 CET,299.4,308.9,1451,40.5,168,0
2021-06-19 16:49:59 CET,299.3,308.8,1550,45.8,170,0
2021-06-19 16:50:19 CET,299.3,308.8,1647,32.9,172,0
2021-06-19 16:50:38 CET,299.4,308.9,1550,33.7,174,0
2021-06-19 16:50:58 CET,299.4,308.9,1583,34.1,176,0
2021-06-19 16:51:18 CET,299.4,309,1613,32.2,178,0
2021-06-19 16:51:37 CET,299.3,308.8,1636,35.5,180,0
2021-06-19 16:51:57 CET,299.3,308.7,1289,51.5,185,0
2021-06-19 16:52:16 CET,299.3,308.8,1648,28.4,188,0
2021-06-19 16:52:36 CET,299.3,308.8,1397,45.4,191,0
2021-06-19 16:52:56 CET,299.3,308.9,1767,24.8,196,0
2021-06-19 16:53:16 CET,299.3,308.8,1341,47.7,199,0
2021-06-19 16:53:35 CET,299.4,308.9,1457,41.5,201,0
2021-06-19 16:53:55 CET,299.4,309,1939,19.8,204,0
2021-06-19 16:54:34 CET,299.5,309,1399,49.7,207,0
2021-06-19 16:54:53 CET,299.5,309,1602,31.3,210,0
2021-06-19 16:55:13 CET,299.4,309,1507,41.0,213,0
2021-06-19 16:55:33 CET,299.4,309.1,1464,40.5,215,0
2021-06-19 16:55:52 CET,299.5,309.1,1336,42.1,217,0
2021-06-19 16:56:12 CET,299.6,309.2,1422,39.8,219,0
2021-06-19 16:56:32 CET,299.6,309.2,1540,36.7,221,0
2021-06-19 16:56:51 CET,299.5,309.1,1476,47.8,223,0
2021-06-19 16:57:11 CET,299.6,309.2,1867,23.4,225,1
2021-06-19 16:57:30 CET,299.6,309.1,1588,41.3,0,0
2021-06-19 16:57:50 CET,299.5,309.1,1420,49.5,5,0
2021-06-19 16:58:09 CET,299.5,309.1,1415,49.2,8,0
2021-06-19 16:58:48 CET,299.4,309.1,1500,43.3,10,0
2021-06-19 16:59:08 CET,299.5,309.1,1502,44.6,13,0
2021-06-19 16:59:47 CET,299.5,309.2,1816,23.0,15,0
2021-06-19 17:00:27 CET,299.5,309.2,1495,41.6,17,0
2021-06-19 17:00:46 CET,299.6,309.2,1572,33.4,20,0
2021-06-19 17:01:06 CET,299.5,309.2,1590,35.9,22,0
2021-06-19 17:01:25 CET,299.6,309.3,1387,48.3,25,0
2021-06-19 17:01:45 CET,299.6,309.2,1393,47.7,28,0
2021-06-19 17:02:04 CET,299.6,309.2,1602,37.3,31,0
2021-06-19 17:02:24 CET,299.6,309.2,1601,33.3,33,0
2021-06-19 17:03:03 CET,299.6,309.2,1597,36.3,35,0
2021-06-19 17:03:23 CET,299.5,309.1,1548,44.3,40,0
2021-06-19 17:03:43 CET,299.5,309.2,1314,61.8,45,0
2021-06-19 17:04:02 CET,299.6,309.3,1577,39.8,48,0
2021-06-19 17:04:22 CET,299.8,309.4,1475,43.4,51,0
2021-06-19 17:04:42 CET,299.8,309.4,1630,32.4,53,0
2021-06-19 17:05:01 CET,299.7,309.4,1445,42.9,55,0
